answer,ideal_answer,question,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score,bert score
"presidential republic The President of Kazakhstan, currently Nursultan Nazarbayev, is head of state and nominates the head of government",presidential republic,What type of government does Kazakhastan have?,1.116540903312628e-158,0.09816753926701571,0.1904761904761905,0.5072441,22,2.8746523665981094,-0.8421536087989807,0.21052631578947367,0.32848050148674734
20 July 1970) is the relevant information,20-Jul-70,When did Iain Norman Macleod die?,0.0,0.0,0.2,0.58641547,26,2.0,-0.8070150017738342,0.0,0.49022234231233597
"28 October 1706, in Paris, in the parish of Saint-Roch",28 October 1706,When was Louise-Marie-Madeleine Guillaume de Fontaine born?,6.08068718514316e-79,0.2652652652652652,0.42857142857142855,0.66626775,23,3.776350045179608,-0.8218971490859985,0.5,0.44243731163442135
US Highway 20 (US20),Interstate 90,What's the longest highway in the US?,0.0,0.0,0.0,0.61761296,41,3.0000000000000004,-1.0361841917037964,0.0,0.382087767124176
"1922, and the Civilian Conservation Corps built much of Cherry Springs State Park during the Great Depression",1922,When did Cherry Springs State Park become a state park?,7.542270970394192e-239,0.03067484662576687,0.1111111111111111,0.31392246,28,2.0,-0.7294235229492188,0.125,0.22407629754808214
"1859 by the Society of Jesus, the Ateneo is the third-oldest university in the Philippines",1859,When was the Ateneo de Manila University founded?,5.573026331357879e-238,0.034482758620689655,0.11764705882352941,0.3020682,30,1.9096832078208332,-0.7098654508590698,0.16666666666666669,0.26145215881498235
"84 years old He died on 21 November 1994, aged 84 years",84,How old is Malcolm Sathiyanathan Adiseshiah?,1.119372261523858e-236,0.04237288135593221,0.15384615384615385,0.44247633,34,1.7817974362806785,-0.7169733643531799,0.15384615384615385,0.1429435106424185
"December 11, 1977) is the answer","December 11, 1977",When was Margaret Claire Hoover born?,0.36787944117144233,0.522203947368421,0.6666666666666666,0.9022449,12,3.6342411856642793,-0.6239181756973267,0.7499999999999999,0.5723365060985088
iron-carbon alloys with a carbon content greater than 2%,Cast iron is a group of iron-carbon alloys with a carbon content greater than 2%,What is cast iron made of?,0.5828233954152653,0.9429245283018869,0.7692307692307693,0.83960927,14,13.888120684309362,0.4857417345046997,0.761904761904762,0.7163488666216532
40 million: estimates range from 15 to 19million deaths and about 23million wounded military personnel,40 million,How many casualties were there in World War I?,1.3602252811484492e-157,0.12842465753424656,0.23529411764705882,0.58501923,19,2.919993182335628,-0.9343621730804443,0.23529411764705882,0.2652856819331646
"ten seasons on Fox—originally airing from October 4, 1990 to May 17, 2000",ten,How many seasons did 90210 have?,1.51490562060539e-237,0.036764705882352935,0.13333333333333333,0.3053225,34,1.896155028678343,-0.7940672636032104,0.14285714285714288,0.16426173772882013
"perform certain routines repeatedly (called ""rituals"")","a mental disorder where people feel the need to check things repeatedly, perform certain routines repeatedly",What's a ritual in OCD?,0.1431712315455507,0.370911214953271,0.36363636363636365,0.5727806,15,16.32662040766939,-0.2760148048400879,0.4,0.44148253500461576
"Rome, either pregnant by her husband, who was killed at the siege: or as a virgin",Rome,Where was Servius Tullius born?,2.7746464297522072e-239,0.02906976744186046,0.11764705882352941,0.3743853,27,2.0,-0.8341732025146484,0.13333333333333333,0.1917615383863449
1975-April-19-Sweet-Emotion,Apr-75,When did Aerosmith write Sweet Emotion?,0.0,0.0,0.0,0.3615237,31,2.0,-1.073030710220337,0.0,0.504125714302063
"acquired damage to the anterior regions of the brain, such as the left posterior inferior frontal gyrus or inferior frontal operculum",acquired damage to the anterior regions of the brain,What is the number one cause of Broca's aphasia?,0.23587708298569995,0.397507007812966,0.6,0.8381822,20,8.657357699528733,-0.7277143001556396,0.56,0.6176806489626566
"between 20 November 1945 and 1 October 1946,",20 November 1945 and 1 October 1946,When did the Nuremberg trials take place?,0.7514772930752859,0.7942949907235621,0.9333333333333333,0.98178077,10,7.237624155400389,0.246806338429451,0.9333333333333333,0.6895430816544427
involved in a criminal investigation who has not been arrested or formally accused of a crime,identifying someone involved in a criminal investigation who has not been arrested or formally accused of a crime,How do you become a person of interest?,0.878187983790713,0.9875337577160495,0.9411764705882353,0.8751298,6,16.506072777684068,0.7595712542533875,0.9333333333333333,0.8674267902970314
"6 October, following the Polish defeat at the Battle of Kock",Poland never formally surrendered,What day did Poland surrender to the Nazis?,0.0,0.0,0.0,0.4360891,35,4.999999999999999,-1.2918226718902588,0.0,0.3119913167678393
1768–1771sspx,1768,When was the first publication of the Encyclopedia Britannica?,0.0,0.0,0.6666666666666666,0.8447092,22,2.0,-0.5388551950454712,0.0,-0.14564664537707964
"commercial cargo Before 1866, no steamship could carry enough coal to make this voyage and have enough space left to carry a commercial cargo",carry a commercial cargo,What was the steamship used for?,0.005247518399181385,0.17330786026200873,0.2857142857142857,0.5978664,17,4.684945939833309,-0.9913544654846191,0.23076923076923078,0.540108915567398
"Normandy coast was divided into five sectors: Utah, Omaha, Gold, Juno and Sword",coast of France,Where did they land on D Day?,1.3017285428067626e-233,0.032051282051282055,0.125,0.38922763,37,3.912454674204441,-1.1153755187988281,0.125,0.36335933208465576
1961 The theory was developed by Robert J Havighurst in 1961,1961,When was activity theory created?,8.271104435986657e-236,0.05,0.16666666666666669,0.50249726,28,1.7631825099920424,-0.7386780977249146,0.18181818181818182,0.29421052230255945
Fat Man was the codename for the nuclear bomb that was detonated over the Japanese city of Nagasaki by the United States on 9 August 1945,Fat Man,What was the name of the bomb dropped on Nagasaki?,9.165125851194379e-160,0.07944915254237289,0.14285714285714288,0.23523775,33,2.907875264876633,-0.9779343605041504,0.16666666666666669,0.23486158141383418
"water clocks, which were probably first used in the Precinct of Amun-Re, and later outside Egypt as well; they were employed frequently by the Ancient Greeks, who called them clepsydrae",obelisks,What was the first instrument used to measure time?,0.0,0.0,0.0,0.14625984,31,2.0,-1.417827844619751,0.0,0.3847434259042507
early 12th century in Yaodharapura,early 12th century,When did construction of Angkor Wat begin?,6.2705618118895185e-78,0.6134259259259259,0.7499999999999999,0.69176984,16,3.365865436338599,-0.5557607412338257,0.7499999999999999,0.6159701570868492
"type of firearm, called a ""dragon""","The name is derived from a type of firearm, called a ""dragon""",What does Dragoon mean?,0.5512003357447272,0.9368569958847737,0.6666666666666666,0.9163798,14,10.690784617684065,0.5353856086730957,0.7142857142857143,0.593158655696445
1930s with large scale availability in the United States beginning in 1945,began in the 1930s,When was the flu vaccine introduced?,1.4274741555135713e-155,0.2818080357142857,0.375,0.690206,29,4.6415888336127775,-1.2253401279449463,0.28571428571428575,0.4731955702106158
"1961, Joan Oró found that the nucleotide base adenine could be made from hydrogen cyanide (HCN) and ammonia in a water solution",1952,When was the theory of RNA announced?,0.0,0.0,0.0,0.12902462,27,2.0,-1.1378867626190186,0.0,0.2797922746789071
six full 39-week seasons (234 episodes),six full 39-week seasons,How many seasons did Leave It to Beaver have?,0.36787944117144233,0.522203947368421,0.8333333333333333,0.8084672,10,4.308869380063767,-0.35912227630615234,0.8,0.8288434267044067
Goat milk 49 to 99 Almond milk 1,Goat milk,Which milk has the highest protein content?,7.426578397901884e-156,0.13513513513513511,0.4,0.67626363,19,2.576837503258971,-0.8827402591705322,0.4,0.7225152775645256
Restful Objects is a standard covering RESTful interfaces to domain object models,Restful Objects is a standard covering RESTful interfaces to domain object models.  The specification is published under a Creative Commons license,What is an object in Ruby?,0.5100323429521268,0.9059829059829061,0.7272727272727273,0.9283676,15,18.78154193546826,0.4897450804710388,0.7586206896551725,0.7361689976283482
five years to complete because of coop or internship placements,"generally lasts three years with a fourth ""honours"" year",How long does a mathematics degree take in university?,1.0003688322288243e-231,0.049504950495049514,0.10526315789473685,0.36641055,27,9.89519258206214,-0.8669853210449219,0.11111111111111112,0.50374035672708
Paul Langerhans He identified the keys cells in the pancreas which produce the main substance that controls glucose levels in the body,Joseph von Mering and Oskar Minkowski,Who first identified diabetes?,0.0,0.0,0.0,0.090844505,38,7.000000000000004,-1.3161228895187378,0.0,0.4533712840997256
181-179 BC) was the first of three major rebellions by the Celtiberians against the Roman presence in Hispania,181-179 BC,When was the First Celtiberian War?,3.0350728482059643e-158,0.1083815028901734,0.2727272727272727,0.45963302,31,2.9331779192211953,-0.9353842735290527,0.23529411764705882,0.45053618042557325
"ABC television network for more than 43 years, from July 15, 1968, to January 13, 2012",ABC,On what channel did One Life to Live first air?,1.0207353780255796e-239,0.027624309392265196,0.11764705882352941,0.46064505,31,1.9152065613971474,-0.7217887043952942,0.11764705882352941,0.14097151532769203
"The Speckled Band, while Arthur Wontner played Holmes in five British films from 1931 to 1937",The Speckled Band,What was the first film adaptation of Sherlock Holmes?,1.1484934577605511e-79,0.18874643874643876,0.3157894736842105,0.32709605,20,3.8587145198412376,-0.995270848274231,0.23529411764705882,0.4333787811429877
"October 12, 1943, serving as the successor to the NBC Blue Network","October 12, 1943",When was ABC formed?,0.0820849986238988,0.2427884615384615,0.4,0.5364497,24,3.812737171987746,-0.9965484142303467,0.4615384615384615,0.48306151798793245
to explore cultural phenomena where the researcher observes society from the point of view of the subject of the study,explore cultural phenomena where the researcher observes society from the point of view of the subject of the study,What is ethnography used for?,0.9487294800164372,0.9547042692687815,0.9743589743589743,0.98966515,1,12.242982654985001,0.6955464482307434,0.967741935483871,0.9261311441659927
"May 18, 1952, in Poteet, Texas","Poteet, Texas",When was George Strait born?,1.6529021479918435e-78,0.35052910052910047,0.5,0.56849706,17,2.6207413942088964,-0.7191298007965088,0.5,0.3383887454867363
"Federal University of Bahia, and completed his residency in internal medicine at the University of So Paulo",Federal University of Bahia,Where did Julio Licinio go to school?,0.0301973834223185,0.19013554216867468,0.38095238095238093,0.76954675,16,4.682384347560566,-0.8636807203292847,0.4,0.4366276330418057
"958,923 inhabitants","9,58,923",How man people live in Djibouti?,0.0,0.0,0.3333333333333333,0.59976393,20,2.0,-0.3683493733406067,0.6666666666666666,0.678266445795695
"months earlier This date is sometimes confused with the public availability of the first web servers, which had occurred months earlier","August 6, 1991",When did the WWW become publicly available?,1.4310939876751523e-233,0.024752475247524754,0.0,0.22112937,34,4.0,-1.3055897951126099,0.0,0.2807121869515289
"April 17, 2011 in the US, and concluded on June 19, 2011","April 17, 2011",When did the first season of the Game of Thrones TV series air?,0.06392786120670757,0.2697841726618705,0.4,0.8383405,23,3.63424118566428,-0.79183030128479,0.42857142857142855,0.39188504219055176
1894-July-1-Stirling,16 August 1894,When did Yates Stirling Jr. join the Navy?,0.0,0.0,0.28571428571428575,0.6000378,33,4.0,-0.7363038063049316,0.0,0.45585793256759644
mimic the effects of endogenous estrogen and thus have been implicated in precocious puberty and other disorders of the reproductive system,mimic the effects of endogenous estrogen and thus have been implicated in precocious puberty,What can we do with xenoestrogens?,0.6065306597126334,0.6465517241379309,0.8,0.9568236,13,14.18519519666388,-0.017115548253059387,0.8125000000000001,0.8757731914520264
Hypatia,Hypatia,Who is the earliest known female mathematician?,1.821831989445342e-231,0.5,1.0,1.0000002,0,1.0,0.9165888428688049,1.0,0.9999999850988388
Broca's area or the Broca area,Broca's area,What area of the cortex controls speech?,3.2194137801761064e-78,0.22727272727272727,0.6,0.9652939,14,2.449489742783178,-0.309631884098053,0.5714285714285715,0.7599263489246368
Charles Darwin  ,Charles Darwin,Who first published the Origin of Species?,1.491668146240062e-154,0.9375,1.0,1.0000001,0,2.0,0.8852689266204834,1.0,1.0
"Nine people were killed: five civilians, two British soldiers, a Royal Ulster Constabulary (RUC) reservist, and an Ulster Defence Association (UDA) member",Nine,How many people died during Bloody Friday?,4.634131446844473e-244,0.01845018450184502,0.08695652173913045,0.2798887,25,1.937968947802525,-0.778759777545929,0.09523809523809523,0.17647165581583976
"16th-century Europe a schism in Western Christianity initiated by Martin Luther and continued by Huldrych Zwingli, John Calvin and other Protestant Reformers in 16th-century Europe",16th-century,When did the Protestant Reformations start?,2.5301500400812634e-242,0.02127659574468085,0.13793103448275862,0.50183535,23,1.8921152934511918,-1.0290168523788452,0.07999999999999999,0.3901705822429141
"Weald Clay Formation of Surrey, England,","Surrey, England",Where were the first Baryonyx fossils found?,2.306810775188903e-78,0.2,0.5,0.50754595,19,2.8039657955522017,-0.8357409238815308,0.5,0.45553876625167
1200th episode on 28 September 2018 1200th episode on 28 September 2018,1200,How many episodes has Chandralekha aired?,0.0,0.0,0.0,0.37751392,16,2.0,-0.8055920600891113,0.0,0.3038106347833361
1556-05-27 1556-05-27,1556,When did Akbar the Great become emperor?,0.0,0.0,0.2857142857142857,0.7250792,28,2.0,-0.7066705226898193,0.0,0.43576110899448395
"November 18, 2016 commemorating the franchise's 20th anniversary","November 18, 2016",When did Pokemon Sun and Moon come out?,0.22313016014842982,0.42220744680851063,0.5,0.5100938,26,3.5909384820520813,-0.8043882846832275,0.6,0.5454396876421842
caused by the water mold Phytophthora infestans (Mont) de Bary,"Late blight of potato, caused by the water mold Phytophthora infestans (Mont.) de Bary, the disease which led to the Great Irish Famine Southern corn leaf blight, caused by the fungus Cochliobolus heterostrophus (Drechs.) Drechs, anamorph Bipolaris maydis (Nisikado & Miyake) Shoemaker, incited a severe loss of corn in the United States in 1970.[2] Chestnut blight, caused by the fungus Cryphonectria parasitica (Murrill) Barr, has nearly completely eradicated mature American chestnuts in North America. Fire blight of pome fruits, caused by the bacterium Erwinia amylovora (Burrill) Winslow et al., is the most severe disease of pear and also is found in apple and raspberry, among others. Bacterial leaf blight of rice, caused by the bacterium Xanthomonas oryzae (Uyeda & Ishiyama) Dowson.[3] Early blight of potato and tomato, caused by species of the ubiquitous fungal genus Alternaria Leaf blight of the grasses Bur oak blight, caused by the fungal pathogen Tubakia iowensis",How do plants get blight?,0.046712658961693604,0.3800675675675676,0.12422360248447208,0.4732317,24,79.91209985821605,-0.8792903423309326,0.12413793103448276,0.6942049013940912
"7th-century charter, shortly after Erkenwald founded Chertsey Abbey in AD 666",7th-century,When was Molesey founded?,3.042769277781409e-236,0.04587155963302752,0.2857142857142857,0.36208493,26,1.8778618213234126,-1.0306668281555176,0.16666666666666669,0.3628497217830859
physicists Murray Gell-Mann and George Zweig,Murray Gell-Mann and George Zweig,Who discovered the quark?,0.8187307530779819,0.8440677966101694,0.923076923076923,0.70794284,12,5.154266604432221,-0.03337092697620392,0.9090909090909091,0.779198169708252
90 minutes All matches have an overtime period if the game remains tied after 90 minutes,90 minutes,How long is a typical soccer game?,1.3602252811484492e-157,0.12842465753424656,0.2222222222222222,0.52506876,18,2.7108060108295353,-0.965617299079895,0.25,0.3006984768435359
"Norman Rockwell's image of ""Rosie the Riveter""",Norman Rockwell',Who created Rosie the Riveter?,1.0991022854181038e-155,0.20161290322580647,0.4,0.69933176,20,2.8311661723064936,-0.9565097093582153,0.25,0.3413836256815837
unanswerabletvcom rated it a 0 out of 0,"an approval rating of 84% based on 402 reviews, with an average rating of 7.5/10",How well was Star Wars: Rogue Squadron rated?,8.972141065609098e-232,0.11235955056179776,0.15999999999999998,0.27977294,38,14.554176680850068,-0.44053876399993896,0.1,0.40476818497364336
Sully Prudhomme of France,Sully Prudhomme,Who won the first Nobel prize for poetry?,5.487540440520353e-155,0.4934210526315789,0.6666666666666666,0.82121015,9,2.449489742783178,0.021395161747932434,0.6666666666666666,0.7853314355015755
Pope Clement XII of Rome,"Pope of the Catholic Church from 13 May 1572 to his death in 1585.  He is best known for commissioning and being the namesake for the Gregorian calendar, which remains the internationally accepted civil calendar to this day",Who was pope before Gregory XIII?,8.614911585158347e-232,0.11764705882352945,0.09302325581395349,0.45151007,33,38.59688028484274,-1.176520824432373,0.10256410256410256,0.37929468750953677
1925-27sslaspx,03-Oct-25,When was USS Lexington (CV-2) built?,0.0,0.0,0.0,0.33436954,28,2.0,-0.8426488637924194,0.0,0.5751921534538269
"unanswerableie after being a residence, school, local history museum and children's home",21-Feb-03,When did Linnwood become a historical society?,0.0,0.0,0.0,0.11416595,26,2.0,-1.341750144958496,0.0,0.3806437775492668
1966-08-08 (born 1966),1966,When was Willie Soon born?,3.3368016834625063e-233,0.10869565217391304,0.33333333333333337,0.7053539,19,2.0,-0.5903888940811157,0.5,0.2032819613814354
6th century BC and early 5th century BC,497/496 BC,When was Aristagoras born?,7.6272394159932085e-233,0.06756756756756756,0.18181818181818182,0.48164272,36,2.7108060108295344,-0.8748413324356079,0.2,0.6165013983845711
a fictional undead being created through the reanimation of a human corpse,fictional undead being created through the reanimation of a human corpse,What is a zombie,0.9131007162822624,0.9240225015626085,0.9565217391304348,0.9952421,3,10.999999999999996,0.9009472727775574,1.0,0.7368829739945275
"in or before 1597, though believed to have been written in or before 1597",believed to have been written in or before 1597,When did Shakespeare write The Merry Wives of Windsor?,0.513417119032592,0.6245713305898491,0.782608695652174,0.9090153,9,9.136488118999429,-0.014057263731956482,0.782608695652174,0.7294065706870135
c1550 to c1700,c.1550 to c.1700,When was the Transformation of the Ottoman Empire?,1.384292958842266e-231,0.16666666666666666,0.25,0.3366643,0,3.6342411856642793,-0.7104865312576294,1.0,0.41358037505831036
"The Kish tablet, dated to 3500 BCE",cuneiform script,What is the earliest example of proto-writing that dates to the Bronze Age?,0.0,0.0,0.0,0.3587744,30,3.0000000000000004,-1.1534104347229004,0.0,0.31441341042518617
Xinjiang with a long history,Xinjiang,Where did the Uyghur people originate?,3.3368016834625063e-233,0.10869565217391304,0.33333333333333337,0.8820744,20,1.7411011265922482,-0.6266524195671082,0.4,0.38587907552719114
"commanding officer (CO) or sometimes, if the incumbent is a general officer, commanding general (CG), is the officer in command of a military unit","The commanding officer (CO) or sometimes, if the incumbent is a general officer, commanding general (CG), is the officer in command of a military unit. The commanding officer has ultimate authority over the unit, and is usually given wide latitude to run the unit as they see fit, within the bounds of military law",What does CO mean in the Army?,0.4717362305583104,0.7422722322168053,0.6153846153846153,0.96049154,15,30.172302060334538,0.11934216320514679,0.6153846153846153,0.9057769253849983
21 to 28m (6ft 11in to 9ft 2in),"male common ostriches can be from 2.1 to 2.8m (6ft 11in to 9ft 2in) in height, while female common ostriches range from 1.7 to 2.0m (5ft 7in to 6ft 7in) tall",How tall is an ostrich?,0.1614272906495991,0.42224702380952384,0.2790697674418604,0.33068392,20,22.094987852196986,-0.49482202529907227,0.41025641025641024,0.6079341371854147
"late 1990s to serve Native American students, in 2007",1990s,When was the American Indian Model Schools system established?,2.2483192889629532e-235,0.054945054945054944,0.19999999999999998,0.32689676,26,1.8517494245745807,-0.5894131660461426,0.19999999999999998,0.12349901981651783
Lynne Truss attributes an early form of the modern question mark in western language to Alcuin of York,late 8th century,What is the origin of the question mark?,0.0,0.0,0.0,0.3201291,30,4.0,-1.356480598449707,0.0,0.34406848475337026
1 November 1879 – 3 April 1941),1 November 1879,When was Count Pál János Ede Teleki de Szék born?,2.306810775188903e-78,0.3925925925925926,0.6666666666666666,0.8900025,12,3.536020860974452,-0.659787654876709,0.6,0.5263309963047504
"drinking the poison, he was instructed to walk around until his legs felt numb",execution,How did Socrates die?,0.0,0.0,0.0,0.12682241,32,2.0,-1.439561128616333,0.0,0.2891666700442632
Anatolia It was won by the crusaders,near the city of Dorylaeum in Anatolia,Where were the first Crusade battles fought?,1.331960397810445e-231,0.14285714285714285,0.2857142857142857,0.4010251,33,7.7005342934776975,-1.0520575046539307,0.16666666666666666,0.4752465486526489
officer of the Royal Navy and a scientist,an English officer of the Royal Navy and a scientist,What kind of job did Fitzroy have?,0.7598356856515925,0.9746570121951219,0.888888888888889,0.9444391,9,9.999999999999998,0.5489541888237,0.923076923076923,0.7008309811353683
"October 1, 1984, as a premium channel","October 1, 1984",When was the AMC network created?,0.2865047968601901,0.3713235294117647,0.6,0.7337868,15,3.6843697627859715,-0.7116538286209106,0.6666666666666666,0.567901137802336
"17,508 officially listed islands within the territory of the Republic of Indonesia","17,508",How many islands does Indonesia have?,3.042769277781409e-236,0.04587155963302752,0.2666666666666667,0.45442948,31,1.8877486253633868,-0.9877291917800903,0.18181818181818182,0.32918501694997154
"Boon in the games and both feature films, but only one of them (""Come here!"") was included in the home ports of MK and MKII due to memory constraints",Boon,Who plays the voice of Scorpion in Mortal Kombat?,3.122453207563331e-246,0.01582278481012658,0.06666666666666667,0.4200164,26,1.9527635094364437,-0.7274484634399414,0.07142857142857142,0.16121307408644092
"in an unnamed midsized Eastern city (the name of the city, Port Charles, would not be mentioned until the late 1970s)",Port Charles,Where does the story line of General Hospital take place?,1.5110737939507789e-159,0.08259911894273128,0.17391304347826084,0.6343638,27,2.9426320218285547,-0.9447563886642456,0.21052631578947367,0.2778762968050109
10 September 1919—the settlement after the end of World War I,10-Sep-19,When did Austria become a republic?,0.0,0.0,0.13333333333333333,0.2770902,32,2.0,-1.2176114320755005,0.0,0.3833698103061089
Mutton Grand Prix,an impromptu race,What was the first race held at the Silverstone Circuit?,0.0,0.0,0.0,0.24591982,30,4.0,-1.2992522716522217,0.0,0.5095931887626648
Germans were not appreciated outside Germany until after hostilities had ceased,German victory,Who won the Austo-Prussian war?,0.0,0.04950495049504951,0.15384615384615385,0.4882179,30,3.0000000000000004,-1.2976020574569702,0.0,0.4603785926645452
87km2 (34sqmi),87km2 (34sqmi),How large is the Sanjay Gandhi National Park?,1.0,0.9921875,1.0,0.9999999,0,2.0,0.9404051899909973,1.0,1.0000000331136916
Cale Wassermann was named as the Cougars' new head coach,Cale Wassermann,Who is head coach of the SIU Edwardsville Cougars men's soccer team?,1.6570936272787165e-156,0.18564356435643564,0.33333333333333337,0.6188132,24,2.766323734445183,-0.8857673406600952,0.3636363636363636,0.46318684403712934
2 months and 21 days)))),"October 2, 1835 – April 21, 1836",How long did the Texas Revolution last?,1.2508498911928379e-231,0.1111111111111111,0.3636363636363636,0.19287062,33,8.0,-0.7939528226852417,0.3333333333333333,0.3178049524625142
"6m (197ft) long, fully grown","in the neighborhood of 6m (19.7ft) long, fully grown",How large was the Pararhabdodon?,0.3646285861936467,0.8236151603498543,0.5333333333333333,0.87740314,19,9.191661188401216,0.29796069860458374,0.7692307692307693,0.7437283933162689
they offer patients more flexibility overall,"PPOs have gained popularity because, although they tend to have slightly higher premiums than HMOs",How are PPOs different from HMOs?,9.109159947227211e-232,0.07142857142857144,0.09523809523809522,0.27549565,32,15.828819571743411,-0.525058925151825,0.09523809523809522,0.4227793614069621
"153hands (63inches, 160cm)","on average about 15.3hands (63inches, 160cm), although it may vary from 14.2 to 17hands (58 to 68inches, 147 to 173cm) at the withers, and mares or geldings must be at least  15.2hands (62inches, 157cm)",How tall are Fresian horses?,0.07611137668875849,0.25252525252525254,0.1,0.6589135,19,34.663440692577936,-0.21160338819026947,0.16666666666666669,0.5863254964351654
"2004, by the group of Andre Geim and Konstantin Novoselov",2004,When was the first graphene production technique developed?,8.271104435986657e-236,0.05,0.18181818181818182,0.44368848,26,2.0,-0.8043199181556702,0.19999999999999998,0.3788212218454906
1604 and completed/published in 1611 under the sponsorship of King James I,1611,When was the King James translation of the Bible first introduced?,3.042769277781409e-236,0.04587155963302752,0.14285714285714288,0.62010145,32,1.8877486253633868,-0.7317233681678772,0.16666666666666669,0.2681360925946917
"Ram Nath Kovind, elected in 2017 after being nominated by BJP, the party run by Prime Minister Narendra Modi",Ram Nath Kovind,Who is the leader of India?,3.0273958861031666e-80,0.15335648148148148,0.2727272727272727,0.6507674,26,3.880686370888926,-0.8351666927337646,0.2857142857142857,0.3866526374110469
"October 2, 1950, to February 13, 2000, continuing in reruns afterward","October 2, 1950",When was the first Peanuts comic strip printed?,0.06392786120670757,0.22706834532374098,0.42857142857142855,0.6483053,26,3.7961543068060113,-0.9702343940734863,0.42857142857142855,0.40928086945239234
1853-Jul-26-NYC,1853,When was Steinway founded?,0.0,0.0,0.4,0.8013148,24,2.0,-0.70362389087677,0.0,0.27741516700812746
five years to complete because of coop or internship placements,generally lasts three years,How long does a mathematics degree take?,2.8744291130001147e-232,0.05319148936170213,0.14285714285714288,0.29808918,30,4.889663842714641,-1.1943469047546387,0.14285714285714288,0.46326227621598676
"beginning of the 20th century, the Advanced Base Force was the United States' first combined task force",in the beginning of the 20th century,When was the Marines Advanced Base Force formed?,0.11588199822065301,0.2871410736579276,0.5,0.34320983,20,6.753039664479393,-1.0926865339279175,0.4210526315789473,0.43544577375838633
"Rice paddies occupy most of the countryside, whether on the alluvial plains, the terraced slopes, or wetlands and coastal bays",Rice,What is Japan's number one crop?,5.081942205125697e-241,0.024038461538461536,0.09523809523809523,0.34879717,29,1.931872657849691,-0.7605510950088501,0.1111111111111111,0.19266492680267053
"Monza, Italy, Monza, Italy",Monza,Where was the first European Grand Prix race held?,4.515870009358044e-234,0.078125,0.4,0.7127937,25,2.0,-0.7593451738357544,0.4,0.5265200767252181
22 to 45kg (49 to 99lb),"The male and female are similar in plumage and size, reaching 122cm (48in) in height and weighing from 22 to 45kg (49 to 99lb)",How much does a male emperor penguin weigh?,0.23299898819244838,0.791305693069307,0.4,0.38385466,24,19.048812623618385,0.003441855311393738,0.41379310344827586,0.5828837291760878
"1895, when the School was founded by Fabian Society members Sidney and Beatrice Webb, Graham Wallas, and George Bernard Shaw",1895,When was The London School of Economics founded?,5.081942205125697e-241,0.024038461538461536,0.09523809523809523,0.334485,23,2.0,-0.767359733581543,0.1,0.2240850722785884
David Michael Solomon (born c 1962),David Michael Solomon,Who is CEO of Goldman Sachs?,2.306810775188903e-78,0.3925925925925926,0.6666666666666666,0.9025829,13,3.464101615137755,-0.8156027793884277,0.6666666666666666,0.5559949055314064
weak (1–2 kJ mol1) to strong (1615 kJ mol1 in the ion HF 2),from weak (1–2 kJ mol−1) to strong (161.5 kJ mol−1 in the ion HF− 2,How strong is a hydrogen bond?,0.3449651062777743,0.6867192636423406,0.7058823529411765,0.94668245,10,13.902638567786648,0.506833016872406,0.7407407407407408,0.797118433884212
Berkeley Breathed,Berkeley Breathed,Who created Bloom County?,1.491668146240062e-154,0.9375,1.0,1.0,0,2.0,0.8686654567718506,1.0,1.0
1996-July-26-26-26,1996,When was the ABC Chinese–English Dictionary first published?,0.0,0.0,0.33333333333333337,0.77158296,21,2.0,-0.7319204807281494,0.0,0.31841134693887496
"1847 by Adams & Co of Fairfield, Bow",1852,When were the first London double-decker buses introduced?,0.0,0.0,0.0,0.34621033,29,2.0,-0.7537190914154053,0.0,0.179975935154491
"30 April and 17 June 1916) were German cloud gas releases during the First World War on British troops in the municipality of Heuvelland, near Ypres in the Belgian province of West Flanders",30 April and 17 June 1916,When did the Gas attacks at Wulverghem take place?,0.00795994384870645,0.18648321218414676,0.3076923076923077,0.40767732,23,6.8384013629098765,-1.073106288909912,0.33333333333333337,0.39056512046801417
tropical evergreen species that adapted to survive in a tropical climate,tropical evergreen species,What is the most common houseplant?,8.486282588647554e-79,0.2505446623093682,0.42857142857142855,0.91025656,17,3.6026968802704573,-0.7268111109733582,0.4615384615384615,0.46472419662909076
unanswerable Dungey is the president of ABC Entertainment Group,Channing Nicole Dungey,Who is CEO of ABC?,1.8734367966736672e-232,0.05952380952380952,0.16666666666666666,0.39903894,28,3.874163181810892,-1.1572819948196411,0.18181818181818182,0.5975257043655102
"Robert Hegbloom, who joined Chrysler in 1986 and had previously been a director for the Dodge brand",Reid Bigland,Who is the CEO of Ram?,0.0,0.0,0.0,0.12027948,30,3.0000000000000013,-1.271048665046692,0.0,0.3265441358089447
"IBM unveils its first commercial quantum computer, the IBM Q System One",IBM unveils its first commercial quantum computer,What is a recent development in quantum computation?,0.42437284567694994,0.5579328505595786,0.7368421052631579,0.9102077,10,7.400504912604685,-0.01889951527118683,0.7777777777777778,0.5800214449564616
